Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Reduction Factor [%],Bio Reduction Factor [%]
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.06,0,12,86,-1.18783E-06,-0.001065058,5.186851811,-19.774208,0.001742127,0.015404397,0.131718832,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.06,0.5,12,86,6.9848E-05,-0.023079992,6.388636904,-25.63224659,0.002302539,0.009189879,0.226957163,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.06,1,12,86,0.000101972,-0.031559239,6.739174774,-27.42300932,0.002526376,0.006224958,0.267451337,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.04,0,12,86,0.002533592,-0.2382803,7.077676812,16.29224351,0.000256769,-0.007906403,0.851333887,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.04,0.5,12,86,-0.000164896,0.114098528,10.23640152,-32.37927033,0.002384406,0.061411013,0.102663706,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.04,1,12,86,-6.01499E-05,0.021484526,6.452186925,-26.601374,0.001471588,0.020816455,0.147864396,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.02,0,12,86,0.000598312,0.061580876,6.5778177,-2.69946133,-0.000281213,0.068822442,-0.044573954,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.02,0.5,12,86,0.001147289,-0.082904101,2.410537387,11.74849952,0.000168855,-0.007482533,0.335785512,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,-0.02,1,12,86,0.000637828,-0.048014769,1.462336159,6.431181207,9.47798E-05,-0.003863122,0.18965319,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0,0,12,86,0.000104651,0.026655369,1.930496066,8.303817128,-4.71118E-05,0.01226828,0.108727605,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0,0.5,12,86,8.98629E-05,0.02331993,1.733715958,8.006076102,-3.70644E-05,0.010011499,0.101113422,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0,1,12,86,0.002309077,-0.162586389,6.29561874,11.99302495,0.000183022,-0.006339752,0.499114487,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.02,0,12,86,0.00216056,-0.154249185,6.521479325,7.978612173,0.000118491,-0.003635425,0.444114563,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.02,0.5,12,84,0.001060074,-0.070524892,2.725413838,4.571435296,6.02582E-05,-0.002366702,0.18458648,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.02,1,12,82,0.002133452,-0.145381089,6.55730168,5.403014639,8.07097E-05,-0.001921289,0.367117356,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.04,0,12,83,0.002110648,-0.14763895,6.805678753,4.643983436,6.85421E-05,-0.001325142,0.373345642,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.04,0.5,12,76,0.000192439,0.041946024,1.970890987,5.270586942,-3.43884E-05,0.007820654,0.078375201,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.04,1,12,68,0.000120893,0.060549633,2.505954884,5.296740678,-3.17144E-05,0.008222679,0.098953619,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.06,0,12,74,0.000198787,0.041837505,1.931943053,5.083882602,-3.43461E-05,0.007609803,0.074040271,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.06,0.5,12,60,-0.017085158,1.111428056,7.262844961,-4.487338572,-0.001340822,0.095860292,-0.070175304,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,EC,,0.06,1,12,51,0.035520509,0.080779045,-3.071675126,-8.706247495,0.00198964,0.001396293,-0.202405853,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.06,0,12,86,-9.16227E-07,-0.000821315,4.000116114,-15.24992433,0.001790734,0.015834234,0.135393709,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.06,0.5,12,86,5.37793E-05,-0.0177704,4.918942306,-19.73558244,0.002362943,0.009431016,0.23291061,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.06,1,12,86,8.17389E-05,-0.025297342,5.402046849,-21.98194773,0.002699184,0.006650887,0.285744287,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.04,0,12,86,0.002291664,-0.215527344,6.401843542,14.73648339,0.000309556,-0.009531793,1.026352226,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.04,0.5,12,86,-0.000127269,0.088059947,7.900598953,-24.99118951,0.002452868,0.063172942,0.105619257,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.04,1,12,86,-4.73095E-05,0.016898261,5.0747748,-20.9224922,0.00154269,0.021822347,0.155008224,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.02,0,12,86,0.001342044,0.137959914,14.74281427,-6.670579166,-0.000840138,0.205678833,-0.141352202,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.02,0.5,12,86,0.006789524,-0.490615284,14.26345644,69.5691659,0.001332027,-0.059045132,2.649084385,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,-0.02,1,12,86,0.002997031,-0.225610007,6.870245937,30.24143099,0.000593695,-0.024207694,1.188032485,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0,0,12,86,7.36317E-05,0.015826697,1.240503505,6.525233673,-3.70093E-05,0.009906453,0.109313873,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0,0.5,12,86,6.95238E-05,0.017911522,1.335668291,6.212513064,-3.7928E-05,0.010257456,0.104412651,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0,1,12,86,0.001732135,-0.121962894,4.722625568,8.99648075,0.000182993,-0.006338692,0.499031312,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.02,0,12,86,0.001452214,-0.103678651,4.383369874,5.363339116,0.000106155,-0.003257212,0.397875693,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.02,0.5,12,84,0.000810859,-0.053945008,2.084690664,3.496708317,6.14337E-05,-0.002412866,0.188187644,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.02,1,12,82,0.001606441,-0.109468679,4.937498077,4.068365426,8.10011E-05,-0.001928233,0.368442295,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.04,0,12,83,0.001615761,-0.11302161,5.209938428,3.555086534,6.99369E-05,-0.001352089,0.380938372,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.04,0.5,12,76,0.000144274,0.030285383,1.459275371,4.106783698,-3.30827E-05,0.007562311,0.079694838,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.04,1,12,68,0.000177433,0.076743449,3.313219146,7.439477816,-5.27511E-05,0.014010563,0.179615739,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.06,0,12,74,0.000151759,0.031110771,1.462481932,3.99573432,-3.40359E-05,0.00756746,0.076365094,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.06,0.5,12,60,0.007130405,0.866649724,3.101004762,6.747849045,0.00069444,0.084855961,-0.123180095,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,EC,,0.06,1,12,51,0.006041799,0.449789528,1.105456312,3.671851676,0.000379515,0.037762072,-0.053453439,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.06,0,12,86,-2.86883E-06,9.60328E-05,3.025767779,-11.66285364,0.001780882,0.016447304,0.138174326,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.06,0.5,12,86,3.2405E-05,-0.01131698,3.756744511,-15.29250785,0.002324764,0.011359601,0.230296613,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.06,1,12,86,1.86859E-05,-0.006080106,1.512788579,-6.288163635,0.000956878,0.003295185,0.102453467,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.04,0,12,86,0.001525528,-0.14208592,4.217611822,11.73889051,0.000336394,-0.011212848,0.975181977,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.04,0.5,12,86,0.000261683,-0.008947195,0.038334854,13.40143537,0.000469879,-0.019843225,0.430393074,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.04,1,12,86,-4.02307E-05,0.014645135,3.86472927,-16.21438822,0.001489901,0.021890443,0.162532177,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.02,0,12,86,0.011801927,-0.901395562,28.26548797,85.59153292,0.002178291,-0.090991001,5.835250185,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.02,0.5,12,86,0.008810526,-0.675183002,21.14451116,72.14711674,0.001860388,-0.075565896,4.422256617,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,-0.02,1,12,86,0.004336468,-0.323634872,10.08247949,42.25495028,0.001118817,-0.044699816,2.230757608,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0,0,12,86,0.000451772,0.045306615,4.04189304,35.26491413,-0.000178635,0.039105113,0.696127408,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0,0.5,12,86,0.004268821,-0.304892008,11.73917897,19.37139209,0.00049393,-0.017914856,1.627181044,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0,1,12,86,0.002196149,-0.155146127,6.114612977,9.867372089,0.000247483,-0.008749308,0.791266918,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.02,0,12,86,0.000180056,0.022457169,1.543980987,7.585151664,-4.96233E-05,0.011486296,0.180177035,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.02,0.5,12,85,0.002429956,-0.157430999,6.063951659,10.68637525,0.000232456,-0.010813552,0.720728036,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.02,1,12,83,0.001291074,-0.081447336,3.65719867,3.941035206,9.73224E-05,-0.003454698,0.361548102,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.04,0,12,83,0.000284274,0.039480745,2.303377934,8.531779365,-5.85155E-05,0.013690072,0.220911048,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.04,0.5,12,77,0.000213425,0.051276474,2.352157453,5.845852703,-4.79258E-05,0.012458622,0.182920479,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.04,1,12,69,0.000100984,0.075186739,2.813418983,4.697798946,-4.52693E-05,0.013309204,0.189433789,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.06,0,12,75,0.0002141,0.050968901,2.269028708,5.421618396,-4.63318E-05,0.011874257,0.174026917,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.06,0.5,12,62,-1.79817E-05,0.070635687,2.350698463,3.029464663,-3.56649E-05,0.010585938,0.150737026,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,EC,,0.06,1,12,51,0.010640985,0.816770557,1.601995133,2.698456417,0.000845987,0.072320086,-0.085398867,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.06,0,12,86,-1.10924E-05,0.00344655,2.493004939,-9.494276404,0.001613482,0.018091789,0.116160791,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.06,0.5,12,86,1.49851E-05,-0.006061225,3.171159714,-13.02963198,0.002124848,0.013832007,0.207908803,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.06,1,12,86,2.75548E-05,-0.009899681,3.387924471,-14.2459831,0.002307497,0.011645274,0.244698479,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.04,0,12,86,0.001175904,-0.105763746,3.110502187,10.84950636,0.000350558,-0.012803607,0.883663024,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.04,0.5,12,86,-9.23052E-05,0.066289701,5.621780442,-18.22873576,0.002443527,0.065422594,0.149614267,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.04,1,12,86,-4.24956E-05,0.016814614,3.411642375,-14.23267244,0.001419758,0.023060745,0.159049104,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.02,0,12,86,0.014498382,-1.129367232,36.84757847,87.62949746,0.002517382,-0.09728086,7.755239026,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.02,0.5,12,86,0.014132006,-1.10452642,35.99482943,99.80443559,0.002898423,-0.110730786,7.669966223,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,-0.02,1,12,86,0.003868492,-0.294249902,9.598203193,33.34415053,0.000999029,-0.037867046,2.150086413,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0,0,12,86,0.000627937,0.058965942,5.185525119,43.3125509,-0.000246207,0.052779916,0.978336227,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0,0.5,12,86,0.003087999,-0.219222661,8.763519408,12.5508403,0.000359712,-0.012554868,1.289704402,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0,1,12,86,0.004129771,-0.291983199,12.21032642,15.90219412,0.000458161,-0.01473742,1.645704106,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.02,0,12,86,0.000186459,0.025597988,1.623492802,6.866006028,-5.33978E-05,0.012680626,0.199965355,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.02,0.5,12,86,0.00124584,-0.082058119,3.92336791,3.411181587,9.3356E-05,-0.003000139,0.443227963,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.02,1,12,84,0.001096867,-0.069055437,3.398055167,2.841574366,7.91308E-05,-0.00253146,0.348463784,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.04,0,12,84,0.000262628,0.038969954,2.143464301,7.038775925,-5.45285E-05,0.013116443,0.220209462,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.04,0.5,12,80,0.000290256,0.051211335,2.480416579,6.671245073,-5.34571E-05,0.013188258,0.214374775,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.04,1,12,73,0.000192257,0.074994778,2.843652677,4.927091128,-4.78659E-05,0.013699687,0.207541725,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.06,0,12,79,0.000297618,0.053764292,2.511508943,6.344583225,-5.2852E-05,0.013076026,0.214606053,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.06,0.5,12,68,0.000133625,0.081010911,2.744719141,3.825447462,-4.24118E-05,0.01266601,0.190872613,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,EC,,0.06,1,12,51,-0.000148802,0.091080505,2.228521596,1.70081075,-4.11316E-05,0.010318046,0.130288658,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.06,0,12,86,-3.07686E-05,0.014002463,2.570568457,-8.95377817,0.001400602,0.023753521,0.062432424,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.06,0.5,12,86,-1.84257E-05,0.006423437,2.744246264,-10.50409257,0.001524637,0.019333071,0.111189425,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.06,1,12,86,-1.41206E-05,0.004325477,2.916835766,-11.43991174,0.001641906,0.018814364,0.131984731,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.04,0,12,86,0.001546752,-0.126484365,3.485444051,21.42579381,0.000614769,-0.025754426,1.152912562,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.04,0.5,12,86,-7.9718E-05,0.074049741,5.213932981,-15.02991167,0.002018344,0.061503404,0.09193724,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.04,1,12,86,-4.70908E-05,0.022580074,3.093447363,-12.12900745,0.001144896,0.02266609,0.11451644,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.02,0,12,86,0.011761585,-0.938086983,31.71918563,67.5077051,0.001864735,-0.065401215,5.830839401,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.02,0.5,12,86,0.005331373,-0.42007882,14.14100313,37.50797959,0.001055724,-0.037945492,2.716973786,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,-0.02,1,12,86,0.004225457,-0.315461835,10.54781232,38.01931357,0.001111717,-0.040687209,2.218396088,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0,0,12,86,0.000521852,0.050826024,4.501410478,38.48123575,-0.000198775,0.04310584,0.780334195,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0,0.5,12,86,0.003773789,-0.276662078,11.63201898,13.13906105,0.000372961,-0.01062582,1.520838899,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0,1,12,86,0.001801026,-0.129918036,5.61996825,6.424262245,0.000181219,-0.005115315,0.691585418,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.02,0,12,86,0.000187928,0.030146701,1.844050037,7.290716103,-5.53765E-05,0.013696651,0.204275021,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.02,0.5,12,86,0.000203053,0.037419538,2.114157613,7.238047138,-5.3329E-05,0.013690316,0.206512582,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.02,1,12,86,0.000215207,0.047513594,2.48202531,7.348379218,-5.28334E-05,0.014231826,0.216740315,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.04,0,12,86,0.000236501,0.043919033,2.301807272,6.87327154,-5.14799E-05,0.013328371,0.215721827,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.04,0.5,12,82,0.000250996,0.056570403,2.640752004,6.538803456,-4.98594E-05,0.013293214,0.210647087,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.04,1,12,75,0.000175455,0.074625067,2.916292739,5.247638298,-4.51856E-05,0.013236237,0.199983426,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.06,0,12,80,0.000280619,0.065296579,2.912367128,6.706089744,-5.41861E-05,0.014429738,0.229338191,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.06,0.5,12,69,9.61872E-05,0.066448653,2.318510034,3.380940698,-3.35355E-05,0.010114,0.151006404,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,EC,,0.06,1,12,57,0.010084691,0.991189012,0.470385184,-6.034315887,0.001005418,0.080561744,-0.198549675,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.06,0,12,86,1.75936E-05,-0.007296775,2.927550717,-13.41255159,0.002362042,0.012994282,0.307047157,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.06,0.5,12,86,0.000144236,-0.032125619,1.934794823,2.808668133,0.000468623,0.015606434,0.622866942,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.06,1,12,86,0.000186311,-0.04008886,2.318503397,2.75646955,0.000637196,0.015403954,0.767466562,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.04,0,12,86,0.00185511,-0.19561292,6.781854547,2.868223819,0.000168812,0.00243643,1.606411759,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.04,0.5,12,86,-5.20746E-05,0.02722396,2.888617986,-11.75648048,0.001403548,0.030469068,0.183552925,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.04,1,12,86,-0.000330106,0.04786372,-0.812247358,4.598811323,0.000714537,-0.012764955,0.083151976,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.02,0,12,86,0.004032245,-0.365426501,15.91533241,4.266339612,0.00024326,0.005337841,2.929746485,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.02,0.5,12,86,0.007460601,-0.696892183,30.21567617,11.38484994,0.000608655,0.006300937,5.42361467,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,-0.02,1,12,86,0.003425063,-0.312577878,13.28175426,10.10781254,0.000476177,-0.004409786,2.405782971,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0,0,12,86,0.007171507,-0.552243952,29.22928492,8.013320544,0.000399131,0.004368749,4.323858845,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0,0.5,12,86,0.003760867,-0.290869566,16.08690523,4.328594819,0.000210707,0.002316271,2.188877248,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0,1,12,86,0.006000262,-0.466412418,27.14136475,6.906677006,0.000334851,0.004197046,3.415354106,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.02,0,12,86,0.001611671,-0.106841026,7.203309799,1.480001054,7.43743E-05,0.000851306,0.896993532,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.02,0.5,12,86,0.001633284,-0.103353164,7.43098991,1.683482687,7.82619E-05,0.000320022,0.823862047,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.02,1,12,86,0.001771637,-0.107287283,8.132974249,2.057328978,9.02813E-05,-0.000262165,0.812902794,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.04,0,12,86,0.000305094,0.063135236,2.837206744,6.179281667,-5.99016E-05,0.016328704,0.296979115,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.04,0.5,12,82,0.000215709,0.081605817,3.007701187,4.466190282,-4.73844E-05,0.015011508,0.263129835,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.04,1,12,76,7.60892E-05,0.089529443,2.812081298,2.842031841,-3.35546E-05,0.012350857,0.214201217,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.06,0,12,81,0.000179616,0.072064976,2.525154099,3.334838783,-3.7981E-05,0.012334967,0.220768904,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.06,0.5,12,71,0.004700637,0.521028002,-0.65303479,-12.14305859,0.000287684,0.058863427,-0.319663026,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,EC,,0.06,1,12,61,0.005856009,0.922860317,5.567806458,1.57489673,0.000307146,0.082680053,0.185344226,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.06,0,12,86,1.75936E-05,-0.007296775,2.927550717,-13.41255159,0.002362042,0.012994282,0.307047157,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.06,0.5,12,86,0.000144236,-0.032125619,1.934794823,2.808668133,0.000468623,0.015606434,0.622866942,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.06,1,12,86,0.000186311,-0.04008886,2.318503397,2.75646955,0.000637196,0.015403954,0.767466562,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.04,0,12,86,0.00185511,-0.19561292,6.781854547,2.868223819,0.000168812,0.00243643,1.606411759,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.04,0.5,12,86,-5.20746E-05,0.02722396,2.888617986,-11.75648048,0.001403548,0.030469068,0.183552925,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.04,1,12,86,-0.000330106,0.04786372,-0.812247358,4.598811323,0.000714537,-0.012764955,0.083151976,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.02,0,12,86,0.004032245,-0.365426501,15.91533241,4.266339612,0.00024326,0.005337841,2.929746485,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.02,0.5,12,86,0.007460601,-0.696892183,30.21567617,11.38484994,0.000608655,0.006300937,5.42361467,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,-0.02,1,12,86,0.003425063,-0.312577878,13.28175426,10.10781254,0.000476177,-0.004409786,2.405782971,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,0,0,12,86,0.007171507,-0.552243952,29.22928492,8.013320544,0.000399131,0.004368749,4.323858845,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,0,0.5,12,86,0.003760867,-0.290869566,16.08690523,4.328594819,0.000210707,0.002316271,2.188877248,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,0,1,12,86,0.006000262,-0.466412418,27.14136475,6.906677006,0.000334851,0.004197046,3.415354106,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,0.02,0,12,86,0.001611671,-0.106841026,7.203309799,1.480001054,7.43743E-05,0.000851306,0.896993532,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,EC,,0.02,0.5,12,86,0.001633284,-0.103353164,7.43098991,1.683482687,7.82619E-05,0.000320022,0.823862047,0,0
