Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Reduction Factor [%],Bio Reduction Factor [%]
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro II,,EC,,0.04,1,12,77,4.45869E-05,0.230847294,9.147600345,14.9961993,-4.84159E-05,0.016024228,0.243476369,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro II,,EC,,0.06,0,12,86,0.000176458,0.058411252,2.940019963,7.904083853,-2.25141E-05,0.006598042,0.096050755,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro II,,EC,,0.06,0.5,12,74,0.000250955,0.219484016,8.420001506,14.0363043,-4.731E-05,0.014768052,0.219657794,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro II,,EC,,0.06,1,12,61,-0.000228662,0.232354643,7.200268891,7.581310325,-3.48868E-05,0.010570143,0.15802933,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.06,0,12,86,-4.59912E-05,0.016640448,8.421158348,-28.4844827,0.002078666,0.023450462,0.085053334,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.06,0.5,12,86,-3.16434E-05,0.010681163,7.061798482,-24.88810573,0.001771042,0.019401017,0.092392857,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.06,1,12,86,-2.12615E-05,0.0062227,6.543221971,-24.21291,0.001615039,0.016842387,0.105603213,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.04,0,12,86,-9.42921E-05,0.041861386,8.288590352,-28.83393429,0.001489444,0.024286701,0.064635474,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.04,0.5,12,86,0.000328045,-0.09794962,8.502597422,41.8498194,0.000161743,0.037288102,0.521152018,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.04,1,12,86,0.000496781,-0.141026464,11.4694999,46.08044162,0.000229258,0.043078058,0.714155792,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.02,0,12,86,1.45052E-05,0.003413849,0.918228347,6.91934676,-6.61757E-06,0.006048912,0.039726148,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.02,0.5,12,86,-2.46447E-05,0.056791507,2.888173333,-5.944891226,0.000334683,0.01305768,0.015146856,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,-0.02,1,12,86,-3.8469E-05,0.029633511,2.229294964,-7.611711953,0.000235339,0.006623675,0.022658928,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0,0,12,86,8.73105E-05,0.026306608,2.473200587,3.421255734,-5.12716E-05,0.013945597,0.026440216,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0,0.5,12,86,2.4555E-05,0.014834098,1.433906268,7.277061386,-1.8325E-05,0.005865598,0.055463413,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0,1,12,86,-4.86082E-05,0.04104735,3.862500155,16.15291237,-4.14597E-05,0.013024618,0.140302138,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.02,0,12,86,0.00015847,0.034210309,2.594010457,13.13146083,-3.43541E-05,0.009210304,0.105377476,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.02,0.5,12,86,0.000148613,0.061741417,3.863975216,13.71011183,-3.62946E-05,0.010798718,0.132549216,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.02,1,12,86,0.000113143,0.094721813,5.261405364,14.97891837,-3.80972E-05,0.012114344,0.160676037,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.04,0,12,86,0.000108454,0.03977206,2.215200927,6.890873254,-2.20578E-05,0.006174547,0.072674785,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.04,0.5,12,86,0.000137828,0.072294097,3.572031739,8.918987313,-2.33259E-05,0.007303169,0.104916368,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.04,1,12,79,-1.53422E-05,0.135016981,5.560623624,9.499456276,-2.80492E-05,0.009316431,0.140668689,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.06,0,12,86,0.000446575,0.186007609,9.289292183,24.10852605,-6.54894E-05,0.019897268,0.285978896,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.06,0.5,12,73,3.71535E-05,0.227050693,8.744150204,13.98090136,-4.58147E-05,0.014634649,0.216536174,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro III,,EC,,0.06,1,12,62,-0.00018768,0.271486471,8.862993896,10.62026503,-4.22471E-05,0.012667906,0.184569872,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.06,0,12,86,0.000152644,-0.032149515,1.765702131,10.88432986,0.000310333,0.008087152,0.250802777,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.06,0.5,12,86,-0.002310172,0.048752672,13.3391166,-3.018426128,0.007391778,-0.001165446,1.430366433,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.06,1,12,86,-0.002440255,0.035337415,16.41261703,4.070849922,0.01004186,-0.04429205,2.353001968,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.04,0,12,86,0.000277839,-0.073450626,5.433967173,23.44090082,0.00026484,0.027768506,0.467975954,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.04,0.5,12,86,0.000410508,-0.100364572,6.745063702,20.94410429,0.000383565,0.026414211,0.596501562,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.04,1,12,86,0.000741309,-0.173506701,11.08102039,21.67202435,0.000639831,0.031830492,0.975898238,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.02,0,12,86,0.000169602,0.033092373,6.978498174,52.33904788,-0.00012918,0.061520062,0.380051464,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.02,0.5,12,86,-0.000390621,0.570517141,31.09430906,-83.70895081,0.004387599,0.155458737,0.35696921,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,-0.02,1,12,86,5.71639E-05,-0.025377017,1.942791995,-14.51342149,-0.000100282,0.009668672,-0.062158144,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0,0,12,86,0.000107812,0.02352218,2.148987363,13.46405408,-4.17822E-05,0.011624711,0.122763493,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0,0.5,12,86,1.96552E-05,0.016040587,1.299336368,5.598242242,-1.7985E-05,0.00570366,0.060571348,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0,1,12,86,0.000650994,-0.025339432,0.579690647,5.666696573,8.59711E-05,-0.003333977,0.077719044,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.02,0,12,86,9.13377E-05,0.030294188,1.710608378,5.310174588,-2.65511E-05,0.006966264,0.067780478,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.02,0.5,12,86,7.19949E-05,0.036188635,1.889961843,5.180905701,-1.81002E-05,0.005492048,0.073447899,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.02,1,12,86,6.16727E-05,0.073556135,3.463352425,7.568856408,-2.41118E-05,0.00806135,0.11938785,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.04,0,12,86,0.000173207,0.052002975,2.671433855,7.495372813,-2.54827E-05,0.007319412,0.106099972,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.04,0.5,12,86,0.000307499,0.211388309,8.731802774,15.60370212,-5.24863E-05,0.017794337,0.288235207,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.04,1,12,81,-2.64415E-05,0.174172171,6.149254211,7.39693157,-2.69262E-05,0.010098456,0.173373599,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.06,0,12,86,0.000412275,0.181441187,7.708252618,14.9911674,-5.19114E-05,0.016552046,0.267680731,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.06,0.5,12,77,1.87354E-05,0.309928085,10.20117119,10.96518689,-4.44313E-05,0.016563731,0.283248618,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,SCR,EC,,0.06,1,12,62,0.012686659,-0.390324135,3.804533991,10.17544802,0.000402966,-0.013194372,0.147221762,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.06,0,12,86,0.000152644,-0.032149515,1.765702131,10.88432986,0.000310333,0.008087152,0.250802777,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.06,0.5,12,86,-0.002310172,0.048752672,13.3391166,-3.018426128,0.007391778,-0.001165446,1.430366433,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.06,1,12,86,-0.002440255,0.035337415,16.41261703,4.070849922,0.01004186,-0.04429205,2.353001968,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.04,0,12,86,0.000277839,-0.073450626,5.433967173,23.44090082,0.00026484,0.027768506,0.467975954,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.04,0.5,12,86,0.000410508,-0.100364572,6.745063702,20.94410429,0.000383565,0.026414211,0.596501562,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.04,1,12,86,0.000741309,-0.173506701,11.08102039,21.67202435,0.000639831,0.031830492,0.975898238,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.02,0,12,86,0.000169602,0.033092373,6.978498174,52.33904788,-0.00012918,0.061520062,0.380051464,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.02,0.5,12,86,-0.000390621,0.570517141,31.09430906,-83.70895081,0.004387599,0.155458737,0.35696921,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,-0.02,1,12,86,5.71639E-05,-0.025377017,1.942791995,-14.51342149,-0.000100282,0.009668672,-0.062158144,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0,0,12,86,0.000107812,0.02352218,2.148987363,13.46405408,-4.17822E-05,0.011624711,0.122763493,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0,0.5,12,86,1.96552E-05,0.016040587,1.299336368,5.598242242,-1.7985E-05,0.00570366,0.060571348,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0,1,12,86,0.000650994,-0.025339432,0.579690647,5.666696573,8.59711E-05,-0.003333977,0.077719044,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.02,0,12,86,9.13377E-05,0.030294188,1.710608378,5.310174588,-2.65511E-05,0.006966264,0.067780478,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.02,0.5,12,86,7.19949E-05,0.036188635,1.889961843,5.180905701,-1.81002E-05,0.005492048,0.073447899,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.02,1,12,86,6.16727E-05,0.073556135,3.463352425,7.568856408,-2.41118E-05,0.00806135,0.11938785,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.04,0,12,86,0.000173207,0.052002975,2.671433855,7.495372813,-2.54827E-05,0.007319412,0.106099972,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.04,0.5,12,86,0.000307499,0.211388309,8.731802774,15.60370212,-5.24863E-05,0.017794337,0.288235207,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.04,1,12,81,-2.64415E-05,0.174172171,6.149254211,7.39693157,-2.69262E-05,0.010098456,0.173373599,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.06,0,12,86,0.000412275,0.181441187,7.708252618,14.9911674,-5.19114E-05,0.016552046,0.267680731,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.06,0.5,12,77,1.87354E-05,0.309928085,10.20117119,10.96518689,-4.44313E-05,0.016563731,0.283248618,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro IV,EGR,EC,,0.06,1,12,62,0.012686659,-0.390324135,3.804533991,10.17544802,0.000402966,-0.013194372,0.147221762,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.06,0,5,75,-0.002472873,0.203653011,-1.217488309,3.518179979,0.002340386,-0.018992067,0.064718017,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.06,0.5,5,75,-0.001971719,0.165830816,-1.049686986,3.723916132,0.002120064,-0.019915049,0.077103015,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.06,1,5,80,-0.00086953,0.076126557,-0.49889094,2.120860586,0.001138458,-0.011899215,0.050182944,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.04,0,5,85,-0.003187264,0.336203999,-1.815136325,3.445518529,0.002740919,-0.016141448,0.038393458,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.04,0.5,5,85,-0.004546154,0.452392429,-2.28454586,4.547819923,0.003606448,-0.021297652,0.05835279,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.04,1,5,85,-0.005277544,0.523535611,-2.675251332,5.209227236,0.004186971,-0.025417613,0.069917249,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.02,0,5,85,0.002255033,0.120510414,0.381370371,5.234629287,0.001714515,-0.010332685,0.10714778,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.02,0.5,5,85,-0.000533138,0.436162452,-1.750908568,3.276763717,0.002799813,-0.010621346,0.030739428,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,-0.02,1,5,85,-0.001963514,0.496060453,-1.986616624,3.163075043,0.002648588,-0.007803005,0.021461746,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0,0,5,85,0.001232122,-0.016014631,4.547323646,1.976868778,6.15042E-05,0.016929198,0.112773344,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0,0.5,5,85,0.015470318,0.243176732,-0.047635654,7.689681518,0.003116455,-0.019246885,0.133206487,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0,1,5,85,0.025657049,0.535499571,-1.648540392,8.963641592,0.004797045,-0.02554278,0.131952606,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.02,0,5,85,0.000715364,0.066844283,5.837574785,0.706630698,-7.7455E-05,0.024371076,0.105607217,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.02,0.5,5,85,0.002498285,0.076591716,6.407214116,1.513759424,9.21635E-05,0.019199792,0.12698451,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.02,1,5,85,0.042726376,-0.254230079,4.216778732,10.51825977,0.002980788,-0.027527889,0.243177206,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.04,0,5,85,0.003948098,0.238656278,10.85168269,0.938935647,5.52054E-05,0.041055896,0.185558265,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.04,0.5,5,85,0.010986375,0.501073672,18.25417518,2.202760555,0.000327253,0.053441994,0.311079313,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.04,1,5,80,0.05185421,-0.08233231,17.8616944,9.119373298,0.002083241,0.008663204,0.414107968,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.06,0,5,85,0.005397339,0.406679213,11.24329994,0.332117959,9.38572E-05,0.04183034,0.176007559,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.06,0.5,5,80,0.025589774,0.214276569,11.93917943,4.212314452,0.000903879,0.019356222,0.228862554,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,SCR,EC,,0.06,1,5,60,0.170928002,-1.669747346,13.08157737,18.54489461,0.005486788,-0.059118241,0.42833801,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.06,0,5,75,-0.003526411,0.286892509,-1.610284806,3.815764926,0.003244036,-0.023934957,0.071287111,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.06,0.5,5,75,-0.00272645,0.224827751,-1.313835949,3.843772458,0.002784454,-0.023814828,0.082919019,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.06,1,5,75,-0.002084857,0.178882588,-1.067889201,3.853921638,0.002593365,-0.025047602,0.097683102,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.04,0,5,85,-0.003933786,0.420064315,-2.108040829,3.886418207,0.003465255,-0.019063512,0.046941077,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.04,0.5,5,85,-0.004619357,0.463861316,-2.216470705,4.174487541,0.00368469,-0.020538782,0.056371945,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.04,1,5,85,-0.005326222,0.53412093,-2.618286855,4.822994472,0.004223873,-0.024441187,0.066679712,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.02,0,5,85,0.000475572,-0.059580639,3.858944601,-1.08266987,-0.000124183,0.018482089,0.07433741,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.02,0.5,5,85,-0.000651718,0.477510687,-1.687634817,2.944079175,0.002960756,-0.009135167,0.02973527,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,-0.02,1,5,85,-0.002286004,0.555941091,-2.051469529,2.99263123,0.002825755,-0.006269032,0.019084879,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0,0,5,85,0.000214305,-0.003158836,4.385242037,-1.567447777,-0.000124527,0.019706846,0.075115909,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0,0.5,5,85,0.028143312,0.379817248,4.071574668,8.436590031,0.005199379,-0.018953132,0.283230396,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0,1,5,85,0.035542088,0.764897506,-1.070748477,8.184346454,0.006317705,-0.025463686,0.161276321,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.02,0,5,85,0.000452307,0.079074926,5.66249654,-2.27674159,-9.86568E-05,0.024283316,0.086746715,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.02,0.5,5,85,0.001770339,0.108671073,6.534789618,-2.287514866,2.44748E-05,0.021585791,0.104772714,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.02,1,5,85,0.036472722,-0.15126499,7.904266222,4.030363588,0.00233819,-0.009674093,0.252129713,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.04,0,5,85,0.002492592,0.202782997,7.939275234,-2.893119608,6.92949E-06,0.030879803,0.118874605,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.04,0.5,5,85,0.012509041,0.590637217,18.78013531,-4.851256803,0.000380988,0.05643922,0.285871924,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.04,1,5,80,0.083476931,-0.244262322,15.70863406,4.808286604,0.00336917,-0.004574407,0.36791995,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.06,0,5,85,0.005588271,0.455071183,11.32161216,-3.705669932,9.24638E-05,0.042822337,0.159492527,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.06,0.5,5,80,0.041875536,0.333131766,13.14567264,-0.10243187,0.001492169,0.023312055,0.222298127,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro V,EGR,EC,,0.06,1,5,60,0.319824045,-1.273636514,21.78389842,17.37694739,0.009963642,-0.051541217,0.565282887,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.06,0,5,75,-0.003203344,0.2604376,-1.453996029,3.549696262,0.002918053,-0.021630089,0.066184373,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.06,0.5,5,75,-0.002791413,0.229403753,-1.344752251,3.829727978,0.002879054,-0.024392999,0.083356731,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.06,1,5,75,-0.002475494,0.209371925,-1.262620375,4.266931985,0.002912977,-0.027504246,0.103598995,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.04,0,5,85,-0.003952421,0.416547229,-2.062380852,3.83183293,0.003398481,-0.018466323,0.046038757,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.04,0.5,5,85,-0.004512825,0.453105392,-2.164955807,4.078097309,0.00368355,-0.020529426,0.056349996,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.04,1,5,85,-0.00547752,0.547812535,-2.706071641,5.094189144,0.004348432,-0.0256692,0.071106183,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.02,0,5,85,0.000459007,-0.058993344,3.777062416,-0.989557113,-0.000122574,0.017942064,0.072530172,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.02,0.5,5,85,-0.000636682,0.467925778,-1.65524413,2.894046203,0.002971114,-0.009202448,0.029988234,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,-0.02,1,5,85,-0.002242875,0.524200942,-1.936069406,2.887745887,0.002680969,-0.006260625,0.019418777,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0,0,5,85,0.000195922,-0.004627984,5.197690162,-1.912613938,-0.000156721,0.023563136,0.086444578,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0,0.5,5,85,0.027650645,0.373881141,3.867961445,8.325032158,0.005234128,-0.019531735,0.282224856,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0,1,5,85,0.034180299,0.792382751,-0.838054162,8.128317367,0.006332315,-0.023884196,0.164870408,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.02,0,5,85,0.000363225,0.078507659,5.766198491,-2.333074011,-0.000107788,0.024939828,0.086512156,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.02,0.5,5,85,0.001911099,0.103205157,6.460299087,-2.20213133,3.77236E-05,0.021466541,0.107271248,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.02,1,5,85,0.043460193,-0.163096671,7.440425898,5.304154529,0.002921684,-0.015468626,0.264789636,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.04,0,5,85,0.002977954,0.24668799,9.92028667,-3.67907402,7.46712E-06,0.038834254,0.146196541,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.04,0.5,5,85,0.012766158,0.557650438,18.44551881,-4.552622555,0.000408449,0.055477265,0.29117184,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.04,1,5,80,0.074535587,-0.196875483,15.27918733,4.409805799,0.00307555,-0.002024304,0.353529436,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.06,0,5,85,0.004659721,0.433858274,10.78804103,-3.787104957,5.97225E-05,0.041866007,0.147062517,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.06,0.5,5,80,0.041153849,0.256241889,12.31277429,0.381898895,0.001509658,0.019847487,0.220287885,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI A/B/C,DPF+SCR,EC,,0.06,1,5,65,0.421793362,-1.854034648,29.1541537,24.75109642,0.013465199,-0.075287273,0.780610858,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI D/E,DPF+SCR,EC,,-0.06,0,5,75,-0.003203344,0.2604376,-1.453996029,3.549696262,0.002918053,-0.021630089,0.066184373,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI D/E,DPF+SCR,EC,,-0.06,0.5,5,75,-0.002791413,0.229403753,-1.344752251,3.829727978,0.002879054,-0.024392999,0.083356731,0,0
Heavy Duty Trucks,Diesel,Rigid 14 - 20 t,Euro VI D/E,DPF+SCR,EC,,-0.06,1,5,75,-0.002475494,0.209371925,-1.262620375,4.266931985,0.002912977,-0.027504246,0.103598995,0,0
