Category,Fuel,Segment,Euro Standard,Technology,Pollutant,Mode,Road Slope,Load,Min Speed [km/h],Max Speed [km/h],Alpha,Beta,Gamma,Delta,Epsilon,Zita,Hta,Reduction Factor [%],Bio Reduction Factor [%]
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.06,0,12,86,-8.20453E-06,0.002953692,1.178410047,-4.40254445,0.000781927,0.010033888,0.051265858,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.06,0.5,12,86,1.95663E-06,-0.001110624,1.232593058,-4.962760795,0.000857703,0.006834125,0.077626963,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.06,1,12,86,-0.000306197,0.019825136,3.204135867,-1.881675254,0.002749369,0.018302457,0.549867008,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.04,0,12,86,0.00046264,-0.043452574,1.340234511,2.445564217,8.26356E-05,-0.002235769,0.309668837,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.04,0.5,12,86,0.000918541,-0.039683614,3.626165419,0.173091612,0.001548042,0.001774531,0.646175979,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.04,1,12,86,-1.80498E-05,0.007772409,1.288657137,-5.271713784,0.00054563,0.009726458,0.059935597,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.02,0,12,86,0.000679827,0.032248811,3.918402964,-10.28510663,-0.000413874,0.083824732,-0.239036703,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.02,0.5,12,86,0.004738066,-0.36781735,12.30385864,28.72135048,0.000830744,-0.031196768,2.47002827,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,-0.02,1,12,86,0.00231907,-0.178240651,5.969888601,17.09661354,0.000511322,-0.018979412,1.242990124,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0,0,12,86,0.000359348,0.034720039,2.837311102,19.72617848,-0.000123512,0.026684105,0.471597758,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0,0.5,12,86,0.000339388,0.04444833,3.212970002,17.27312903,-0.000124231,0.029183287,0.42652218,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0,1,12,86,0.000361242,0.059743895,4.035946156,18.68174787,-0.00013824,0.034475375,0.466379522,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.02,0,12,86,0.000976033,0.149863515,8.86531009,33.05184133,-0.00025926,0.063478108,0.999620188,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.02,0.5,12,84,0.000609653,0.126501079,6.617821428,19.96471204,-0.000162238,0.042451422,0.638919636,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.02,1,12,82,0.000571896,0.157165976,7.514480922,19.26905565,-0.000157809,0.043636688,0.645676034,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.04,0,12,83,0.001023748,0.248481996,11.68775766,29.10413381,-0.000247159,0.06738601,1.053164036,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.04,0.5,12,76,0.000392259,0.171520068,6.904578815,13.03224423,-0.000120043,0.035308258,0.527468635,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.04,1,12,68,8.07332E-05,0.216235843,7.603002615,10.75180352,-0.000112405,0.034955795,0.514162812,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.06,0,12,74,0.006653804,0.477924306,-0.134258587,-52.92731279,0.000428841,0.085928347,-0.900516227,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.06,0.5,12,60,0.002723113,0.447516308,1.273324891,9.287196463,0.000305873,0.043929189,0.030940801,0,0
Heavy Duty Trucks,Petrol,>3.5 t,Conventional,,NOx,,0.06,1,12,51,0.01177076,1.202600434,3.289174819,9.378803575,0.000946997,0.105689904,-0.034193654,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.06,0,12,86,-7.90959E-06,0.002847515,1.136043991,-4.244263642,0.000784441,0.010066158,0.051430594,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.06,0.5,12,86,1.88637E-06,-0.001070754,1.188357545,-4.784654631,0.000860517,0.006856561,0.077881581,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.06,1,12,86,-0.000294435,0.018903905,3.115865531,-1.913212849,0.002768855,0.018654459,0.552689708,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.04,0,12,86,0.000484661,-0.045520937,1.404030042,2.561983108,9.00862E-05,-0.002437359,0.337589326,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.04,0.5,12,86,0.000889994,-0.039629139,3.539314301,0.261366002,0.001534399,0.002328109,0.654298572,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.04,1,12,86,-1.72218E-05,0.007415861,1.229540775,-5.029876621,0.00054175,0.009657293,0.059509443,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.02,0,12,86,0.000681727,0.032338426,3.929335185,-10.3148401,-0.00043189,0.087473808,-0.249462552,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.02,0.5,12,86,0.004116927,-0.319598212,10.69086214,24.95651463,0.000751166,-0.028208701,2.233421651,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,-0.02,1,12,86,0.001342597,-0.103190239,3.45618016,9.89815569,0.000308051,-0.01143456,0.748854581,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0,0,12,86,0.00034564,0.033395604,2.729080964,18.9737398,-0.000123627,0.026708963,0.472037839,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0,0.5,12,86,0.000426959,0.055917498,4.042008219,21.72995958,-0.000162636,0.038205101,0.558374135,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0,1,12,86,0.000347567,0.057482189,3.88315811,17.97451346,-0.00013841,0.03451787,0.466954222,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.02,0,12,86,0.000592787,0.091018511,5.384284466,20.07381763,-0.000163857,0.040119273,0.631777962,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.02,0.5,12,84,0.000604299,0.125389673,6.559683534,19.7893361,-0.000167346,0.043787992,0.659036555,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.02,1,12,82,0.000548371,0.150701073,7.205377866,18.47643204,-0.000157465,0.043541636,0.644269611,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.04,0,12,83,0.000978736,0.237557188,11.1738796,27.82447015,-0.000245893,0.067040636,1.047764679,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.04,0.5,12,76,0.000368172,0.16098792,6.480602805,12.23199454,-0.000117249,0.034486558,0.515193016,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.04,1,12,68,7.77253E-05,0.20818114,7.319788534,10.35128734,-0.000112615,0.035020961,0.515120857,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.06,0,12,74,0.005301476,0.372175935,-0.324954802,-43.7615788,0.00035895,0.070025988,-0.774802553,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.06,0.5,12,60,0.002625241,0.431426158,1.227507533,8.953251171,0.00030686,0.044070235,0.031037652,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Conventional,,NOx,,0.06,1,12,51,0.011218196,1.146127086,3.134677104,8.938093969,0.00093921,0.104819033,-0.033916862,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.06,0,12,86,-6.04105E-06,0.0021195,1.062293564,-3.83284351,0.000981192,0.011624774,0.055450661,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.06,0.5,12,86,2.23796E-06,-0.001075538,1.08098452,-4.171513757,0.00104017,0.008028958,0.084021079,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.06,1,12,86,-0.00022012,0.014904079,2.679223398,-1.826854368,0.003230926,0.018192714,0.566754246,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.04,0,12,86,0.000454489,-0.016651823,0.399632208,4.414427293,0.000586237,-0.013894373,0.308664652,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.04,0.5,12,86,0.000526684,-0.023818338,2.708514483,-0.82354575,0.001400077,0.01664126,0.482981926,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.04,1,12,86,-0.000196849,0.025916939,2.430261076,-1.810353618,0.001545117,0.031823714,0.329959609,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.02,0,12,86,0.000497243,0.019365157,2.922064511,5.550268221,-0.00045264,0.088527185,0.030362513,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.02,0.5,12,86,0.000119487,0.009187428,1.122388955,3.733826988,-0.000138416,0.031447266,0.067135214,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,-0.02,1,12,86,0.002603084,-0.081769923,2.49005036,13.91594791,0.001747079,-0.035062542,0.989606145,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0,0,12,86,0.000129177,0.007634286,0.92232189,15.48390293,-5.01658E-05,0.008623209,0.429909097,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0,0.5,12,86,0.000518667,0.042993798,3.916109131,34.7972149,-0.000232189,0.047851165,1.008826341,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0,1,12,86,0.000286166,0.034968124,2.653120028,15.73182748,-0.000141247,0.032611373,0.486419297,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.02,0,12,86,0.000452765,0.056217346,3.557587224,14.82618223,-0.000157322,0.036384469,0.618648101,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.02,0.5,12,85,0.004451045,0.289424585,4.499405147,-20.14548161,0.000318297,0.126955122,-0.433319905,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.02,1,12,83,0.000320205,0.109178716,5.028893096,11.80543581,-0.000141342,0.041263531,0.618609572,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.04,0,12,83,0.000197742,0.037382061,1.00280365,13.13289744,1.4669E-05,0.007662317,0.29830408,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.04,0.5,12,77,0.000644473,0.094903182,1.894862873,18.05452902,5.90318E-05,0.017948465,0.381962887,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.04,1,12,69,0.019471358,-0.561958024,5.482186131,13.17668989,0.00278632,-0.082021964,0.887269855,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.06,0,12,75,0.000961409,0.120811609,1.857176972,17.14316867,8.93171E-05,0.022562476,0.342327752,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.06,0.5,12,62,0.001190475,0.133064857,1.684693067,12.96417249,0.000107518,0.020670802,0.224730747,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro I,,NOx,,0.06,1,12,51,0.022391656,-0.484866672,1.119287117,22.14934856,0.003007765,-0.080930706,0.572874858,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.06,0,12,86,-1.51994E-05,0.005743111,2.082155754,-7.388193751,0.001728598,0.02227338,0.087254133,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.06,0.5,12,86,5.79691E-07,-0.000542857,1.15442736,-4.442108847,0.000991156,0.00840909,0.077811507,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.06,1,12,86,3.4189E-06,-0.001526395,1.231747091,-4.816879456,0.001084491,0.008025292,0.091613929,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.04,0,12,86,0.000417008,-0.015341021,0.442919914,4.253913817,0.000485165,-0.009807479,0.263580449,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.04,0.5,12,86,-2.60516E-05,0.022901472,1.693613313,-4.766670087,0.000989589,0.02879928,0.020004347,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.04,1,12,86,-0.000207215,0.025081833,2.184110405,-1.66274978,0.00119235,0.028886617,0.239342056,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.02,0,12,86,0.000340645,0.016899874,2.265132485,4.332429992,-0.000295677,0.060377163,0.037613911,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.02,0.5,12,86,0.000192629,0.016953593,2.037238077,7.043478363,-0.000212959,0.050334534,0.122244533,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,-0.02,1,12,86,3.02662E-17,1.52829E-15,13.44876763,-1.57367E-11,-0.001823634,0.252070818,0.450573209,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0,0,12,86,0.000385326,0.030668551,2.959533368,30.93634189,-0.000171017,0.034631266,0.818438241,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0,0.5,12,86,0.000269337,0.030196834,2.443474564,16.67071306,-0.000130914,0.029569238,0.461918426,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0,1,12,86,0.000206539,0.032597753,2.371754671,12.42383842,-0.00011075,0.027394381,0.359519791,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.02,0,12,86,0.00045236,0.072899642,4.409144134,17.09541571,-0.000173135,0.042873172,0.643992444,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.02,0.5,12,86,0.000128846,0.050605927,2.073774028,28.99387665,1.09858E-05,0.01060521,0.630276632,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.02,1,12,84,0.000524726,0.080517502,1.533089282,12.84665655,8.11694E-05,0.018450814,0.256943544,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.04,0,12,84,0.010173757,-0.237494766,3.639240212,20.79461649,0.001937798,-0.046708817,0.832430528,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.04,0.5,12,80,0.001632358,0.250135879,0.384435042,9.241619238,0.000312277,0.040731072,-0.008828183,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.04,1,12,73,0.062629506,-0.984396336,14.92100704,18.24973826,0.009051342,-0.137436742,1.803141927,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.06,0,12,79,0.002470616,0.555173162,1.198833042,23.52241567,0.000426145,0.089404302,0.056466742,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.06,0.5,12,68,0.015827516,-0.381056075,6.132234214,18.62051672,0.002075329,-0.049275571,0.833958119,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro II,,NOx,,0.06,1,12,51,0.001372868,-0.126002608,2.441778915,26.68394674,0.00019991,-0.019739505,0.500878222,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.06,0,12,86,0.000269392,0.004255885,2.224503735,0.864807406,0.003812584,-0.013263712,0.555455084,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.06,0.5,12,86,0.000238059,-0.002998569,1.949093451,1.281153051,0.003617587,-0.025590951,0.642603266,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.06,1,12,86,0.000227322,-0.004885011,1.768331386,1.612014417,0.003489931,-0.029909678,0.658615935,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.04,0,12,86,0.000223787,-0.007462745,0.190651796,3.943081479,0.000330213,-0.006027527,0.174631977,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.04,0.5,12,86,0.000180762,-0.010658826,0.813413753,3.192773253,0.000372534,0.007692646,0.17676583,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.04,1,12,86,0.000187628,0.02227666,3.143523748,-2.217858401,0.00318671,0.017297685,0.418432863,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.02,0,12,86,9.62083E-05,0.00467444,0.782635207,5.811801177,-0.000118788,0.024911697,0.067133456,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.02,0.5,12,86,0.000368961,-0.008767883,0.218788808,4.034375228,0.00028181,-0.004980617,0.14964935,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,-0.02,1,12,86,0.000396451,-0.010390372,0.40166489,4.299147981,0.00031572,-0.003703278,0.174841878,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0,0,12,86,0.000498357,0.030321909,3.404037276,-6.455130563,-0.00036859,0.07842188,-0.169228927,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0,0.5,12,86,0.000115346,0.009205608,0.872353056,-6.817067266,-8.89435E-05,0.020205572,-0.141545943,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0,1,12,86,1.90679E-05,0.002109761,0.270458146,9.510333823,-9.63469E-06,0.00162975,0.191022813,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.02,0,12,86,0.000230203,0.020102898,1.985772659,23.62188142,-0.000105699,0.021932953,0.525983571,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.02,0.5,12,86,0.000470734,0.039411316,0.807658406,12.60846675,6.52101E-05,0.017749819,0.169632821,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.02,1,12,86,9.81642E-05,0.01789685,1.278067986,6.278949114,-4.96895E-05,0.012742063,0.159725151,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.04,0,12,86,0.001089861,0.091724431,1.84813242,29.73383932,0.000125143,0.036763946,0.393679834,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.04,0.5,12,82,0.00036304,0.063403759,4.195654254,18.91892553,-0.000149453,0.036826627,0.468435112,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.04,1,12,75,0.068687906,-1.111534914,14.95805879,18.05973666,0.013166895,-0.204958951,2.12697481,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.06,0,12,80,0.00030881,0.051543851,3.35497575,15.01964708,-0.000120903,0.02905497,0.369707444,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.06,0.5,12,69,0.026059531,-0.564687253,5.483744564,10.87875525,0.004510769,-0.09682102,0.895245873,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro III,,NOx,,0.06,1,12,57,0.058849405,-1.540003412,12.71199125,23.94750203,0.008408756,-0.220968643,1.909038302,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.06,0,12,86,-0.000161288,0.008431158,2.203159361,-0.23878108,0.005905124,-0.002560734,1.153523632,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.06,0.5,12,86,-0.000253901,0.005056778,2.148104614,0.267586491,0.005816794,-0.020075212,1.423732424,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.06,1,12,86,-0.000276767,0.004211695,2.109032368,0.397696415,0.005827477,-0.024951765,1.473868853,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.04,0,12,86,0.000255834,-0.009282574,0.196663945,2.852855529,0.000649506,-0.016351665,0.340385176,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.04,0.5,12,86,0.000816234,-0.047340628,4.177438552,0.119667345,0.004281576,0.02196681,1.614799521,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.04,1,12,86,-0.000158386,0.018727675,2.640984385,-1.320732916,0.003659969,0.031576508,0.912020236,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.02,0,12,86,0.000274152,0.013003616,1.803074354,4.255345656,-0.000464741,0.094149173,0.079880305,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.02,0.5,12,86,8.48877E-19,-1.8735E-16,2.741143793,2.53179E-13,-0.000903468,0.10862193,0.1236426,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,-0.02,1,12,86,0.000820029,-0.025033268,0.64075332,5.279464213,0.000980905,-0.02156732,0.528654934,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0,0,12,86,0.000167527,0.013541256,1.336859681,15.27447545,-0.00014551,0.029486595,0.730328779,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0,0.5,12,86,0.000109644,0.011818424,0.993493585,7.413988586,-0.000100515,0.022473432,0.363423394,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0,1,12,86,0.007302262,-0.199072877,2.543611896,22.78454038,0.004011194,-0.112125059,1.773534331,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.02,0,12,86,0.000418057,0.032984974,0.454333456,8.63931443,7.1687E-05,0.021840427,0.228058941,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.02,0.5,12,86,0.000456069,0.04468916,0.523212236,7.864781867,9.8922E-05,0.022686839,0.196969356,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.02,1,12,86,0.000808487,0.096312571,1.037965068,8.467299973,0.000253873,0.038425622,0.233727347,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.04,0,12,86,0.000638247,0.060997263,0.441212449,8.408882413,0.000134811,0.026434098,0.159214457,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.04,0.5,12,82,0.001002531,0.212997627,0.818764167,7.531288172,0.000352616,0.065299294,0.064585488,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.04,1,12,76,-0.000225436,0.265453273,10.53787014,16.17972675,-0.000322297,0.105202883,1.624619231,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.06,0,12,81,0.001455882,0.239638253,0.423694601,8.920669557,0.000479487,0.069754774,0.006995134,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.06,0.5,12,71,-0.000135131,0.144643401,5.359677218,7.463346931,-0.000162391,0.051356282,0.782870064,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,SCR,NOx,,0.06,1,12,61,0.000432007,-0.044656709,1.016383787,12.15191646,0.000112878,-0.012490858,0.363696963,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.06,0,12,86,-0.000161288,0.008431158,2.203159361,-0.23878108,0.005905124,-0.002560734,1.153523632,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.06,0.5,12,86,-0.000253901,0.005056778,2.148104614,0.267586491,0.005816794,-0.020075212,1.423732424,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.06,1,12,86,-0.000276767,0.004211695,2.109032368,0.397696415,0.005827477,-0.024951765,1.473868853,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.04,0,12,86,0.000255834,-0.009282574,0.196663945,2.852855529,0.000649506,-0.016351665,0.340385176,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.04,0.5,12,86,0.000816234,-0.047340628,4.177438552,0.119667345,0.004281576,0.02196681,1.614799521,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.04,1,12,86,-0.000158386,0.018727675,2.640984385,-1.320732916,0.003659969,0.031576508,0.912020236,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.02,0,12,86,0.000274152,0.013003616,1.803074354,4.255345656,-0.000464741,0.094149173,0.079880305,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.02,0.5,12,86,8.48877E-19,-1.8735E-16,2.741143793,2.53179E-13,-0.000903468,0.10862193,0.1236426,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,-0.02,1,12,86,0.000820029,-0.025033268,0.64075332,5.279464213,0.000980905,-0.02156732,0.528654934,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,0,0,12,86,0.000167527,0.013541256,1.336859681,15.27447545,-0.00014551,0.029486595,0.730328779,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,0,0.5,12,86,0.000109644,0.011818424,0.993493585,7.413988586,-0.000100515,0.022473432,0.363423394,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,0,1,12,86,0.007302262,-0.199072877,2.543611896,22.78454038,0.004011194,-0.112125059,1.773534331,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,0.02,0,12,86,0.000418057,0.032984974,0.454333456,8.63931443,7.1687E-05,0.021840427,0.228058941,0,0
Heavy Duty Trucks,Diesel,Rigid <=7.5 t,Euro IV,EGR,NOx,,0.02,0.5,12,86,0.000456069,0.04468916,0.523212236,7.864781867,9.8922E-05,0.022686839,0.196969356,0,0
